timestamp,sensor_id,frequency_hz,amplitude_db,snr_db,bearing_deg,range_m,depth_m,temperature_c,salinity_psu,label
2025-09-12T23:54:10.953512Z,SEN-010,20204.49,-48.33,10.86,236.97,292.15,344.97,20.07,32.38,whale
2025-08-30T21:14:53.225980Z,SEN-026,227.42,-62.36,16.11,147.76,826.92,143.59,26.64,36.27,whale
2025-08-27T17:18:28.426401Z,SEN-027,25609.22,-51.94,17.07,316.24,1702.62,178.31,2.89,36.08,ship
2025-09-23T05:40:06.009944Z,SEN-008,9740.9,-63.79,21.11,22.98,1095.54,88.64,1.82,35.31,fish_school
2025-09-23T17:43:32.927112Z,SEN-039,43420.52,-73.77,1.8,120.33,854.46,247.25,22.98,30.75,ambient_noise
2025-09-19T00:31:00.623701Z,SEN-008,5306.32,-73.8,11.93,185.25,315.57,1.42,13.64,35.16,ambient_noise
2025-09-03T21:47:33.587080Z,SEN-008,171.53,-55.39,-1.31,19.4,37.3,107.04,24.81,34.88,seafloor_reflection
2025-08-28T16:47:40.816888Z,SEN-034,22612.19,-78.76,10.03,52.51,151.48,91.1,14.42,34.88,ambient_noise
2025-09-15T07:07:06.702103Z,SEN-016,7856.12,-59.07,-2.43,322.22,714.45,53.81,2.24,36.58,ship
2025-09-07T23:22:49.961156Z,SEN-041,36925.52,-67.91,26.95,64.67,925.42,128.46,13.61,30.95,submarine
2025-08-29T10:20:17.802101Z,SEN-013,46004.74,-81.94,20.36,331.8,2345.3,321.39,19.98,30.21,fish_school
2025-09-09T14:59:53.248391Z,SEN-023,2192.71,-53.18,-2.33,34.59,1178.38,9.56,15.5,31.85,ambient_noise
2025-08-26T19:13:49.744114Z,SEN-012,19839.55,-74.03,4.98,319.76,678.75,262.0,6.51,30.88,seafloor_reflection
2025-09-22T01:10:53.179571Z,SEN-027,49841.07,-36.91,15.79,163.34,1665.38,197.87,27.72,36.11,submarine
2025-09-02T12:47:32.409690Z,SEN-022,36660.33,-43.63,11.87,206.38,1766.29,183.58,19.96,30.63,ambient_noise
2025-09-14T15:29:12.458429Z,SEN-032,47664.06,-60.66,10.15,101.38,1098.33,111.84,15.79,32.91,ship
2025-09-04T02:54:09.806607Z,SEN-049,8287.76,-80.1,12.01,98.4,864.87,95.08,14.25,37.19,whale
2025-09-10T08:55:11.008276Z,SEN-027,11146.29,-57.04,16.82,177.17,2127.96,459.79,18.38,37.18,ambient_noise
2025-09-11T04:06:07.741441Z,SEN-002,7825.08,-41.65,26.08,128.09,1170.17,89.16,13.94,32.87,ambient_noise
2025-08-31T07:33:57.446105Z,SEN-045,15188.21,-49.38,0.94,27.97,21.77,268.43,9.25,34.84,submarine
2025-09-23T20:34:18.052549Z,SEN-033,36246.77,-48.75,8.36,127.33,720.83,114.88,11.66,31.58,whale
2025-09-18T00:33:58.975535Z,SEN-026,8330.84,-44.56,-4.39,91.69,1312.16,2.74,5.77,30.62,ambient_noise
2025-09-22T22:54:35.953917Z,SEN-028,26259.28,-72.53,9.59,305.87,685.06,98.88,22.84,36.12,ambient_noise
2025-09-21T14:44:47.189691Z,SEN-019,13533.57,-49.14,23.13,301.87,1437.28,399.51,24.19,30.06,seafloor_reflection
2025-09-12T16:57:31.442461Z,SEN-043,41476.87,-40.59,13.79,50.93,177.06,372.99,22.03,36.63,whale
2025-09-22T10:13:12.714563Z,SEN-005,428.96,-66.2,16.17,262.82,1697.96,9.97,13.9,32.69,whale
2025-08-28T10:11:07.262702Z,SEN-033,11233.44,-64.02,11.45,162.3,685.21,101.37,6.45,31.06,ship
2025-08-31T15:34:42.276773Z,SEN-020,30301.51,-44.47,4.26,312.66,546.04,10.89,28.88,34.05,ship
2025-08-27T03:02:03.830239Z,SEN-030,4925.85,-46.05,-2.28,98.64,1664.27,119.87,23.12,37.78,ship
2025-09-04T12:42:30.914721Z,SEN-045,23368.98,-68.7,21.61,31.72,957.15,287.29,23.28,35.89,sonar_ping
2025-09-06T10:19:06.232258Z,SEN-008,21866.74,-72.94,6.42,288.18,539.01,230.03,18.73,36.08,submarine
2025-09-02T21:50:31.387741Z,SEN-038,42640.9,-61.14,8.55,312.61,884.79,389.45,8.46,33.26,seafloor_reflection
2025-09-19T15:09:42.321105Z,SEN-017,31307.32,-74.73,-5.7,302.58,882.86,562.67,5.49,33.6,submarine
2025-09-05T11:19:59.320173Z,SEN-044,32021.13,-68.59,4.83,118.55,592.82,236.92,3.36,36.75,ambient_noise
2025-09-03T04:44:36.946493Z,SEN-001,47595.2,-66.83,11.06,11.11,1260.72,335.88,18.7,30.67,ambient_noise
2025-09-11T01:12:42.944929Z,SEN-003,49119.78,-48.76,12.73,50.26,936.08,506.11,5.38,30.44,ambient_noise
2025-08-29T23:56:10.288518Z,SEN-046,32704.4,-46.05,22.87,330.97,1663.71,54.62,11.25,35.51,ambient_noise
2025-09-18T20:03:09.271497Z,SEN-026,26147.87,-48.72,7.98,131.06,299.9,406.25,24.59,32.18,ambient_noise
2025-08-28T00:08:49.965801Z,SEN-031,30435.21,-68.24,9.15,316.87,1043.76,114.9,8.7,37.99,ship
2025-09-24T09:01:45.637052Z,SEN-008,19183.94,-60.86,22.17,353.09,2071.39,294.84,7.97,37.95,ambient_noise
2025-09-17T22:29:13.139400Z,SEN-043,49374.09,-64.52,19.39,142.46,576.73,79.88,21.52,35.14,ambient_noise
2025-08-31T17:32:45.743920Z,SEN-046,35280.56,-57.87,-1.26,279.52,825.19,424.71,15.62,33.7,ship
2025-08-25T22:26:48.024967Z,SEN-008,14621.24,-52.48,21.59,60.88,2088.57,264.83,16.87,30.06,seafloor_reflection
2025-09-19T05:36:10.719938Z,SEN-035,2982.54,-64.76,-2.84,138.15,866.86,184.64,3.87,34.82,submarine
2025-09-15T23:24:28.932636Z,SEN-039,2331.62,-70.15,13.76,253.87,2257.11,196.08,8.57,30.72,whale
2025-09-16T15:21:21.276945Z,SEN-028,10325.16,-44.26,16.02,74.56,1421.49,616.31,11.08,37.23,ambient_noise
2025-09-17T21:47:07.435993Z,SEN-004,11722.36,-49.26,11.5,115.13,1000.32,191.65,29.1,30.92,fish_school
2025-08-27T23:46:58.434678Z,SEN-016,20810.77,-56.6,7.0,202.98,1763.89,47.68,1.24,30.79,submarine
2025-09-05T12:33:57.865770Z,SEN-013,10820.82,-70.64,6.42,248.84,769.88,123.65,25.66,35.76,ambient_noise
2025-08-29T05:53:47.299672Z,SEN-020,31582.43,-51.33,-9.78,128.48,150.46,352.83,3.76,31.22,ambient_noise
2025-09-20T15:54:18.777253Z,SEN-005,10641.61,-61.69,11.21,135.65,724.38,479.98,29.63,34.69,ambient_noise
2025-09-13T11:14:43.442120Z,SEN-037,9475.04,-82.21,10.26,39.55,701.01,304.67,5.79,36.37,ambient_noise
2025-09-04T16:43:02.377801Z,SEN-020,23614.73,-65.26,22.04,354.26,654.8,34.75,8.67,30.02,whale
2025-08-27T16:13:57.941324Z,SEN-024,44444.56,-55.42,7.82,220.41,1211.81,92.75,24.88,31.22,fish_school
2025-09-04T02:22:40.875270Z,SEN-036,23468.44,-62.16,5.79,190.92,1058.43,135.23,10.74,31.42,ship
2025-09-04T12:36:09.868076Z,SEN-034,20751.05,-54.91,5.9,76.09,1170.01,243.4,19.45,34.43,ship
2025-09-16T15:47:13.911635Z,SEN-045,28946.94,-55.33,3.29,175.69,2154.31,203.82,17.52,36.39,fish_school
2025-09-13T21:30:43.663136Z,SEN-048,12934.96,-70.93,6.36,161.03,770.17,342.36,20.59,36.88,ambient_noise
2025-09-21T09:15:50.126141Z,SEN-034,17736.48,-53.16,1.76,93.08,2125.52,90.76,24.7,30.5,ambient_noise
2025-09-08T22:27:55.783403Z,SEN-019,10770.38,-52.25,14.91,160.66,2024.24,189.2,8.98,34.07,submarine
2025-08-29T08:34:42.982855Z,SEN-017,28633.32,-60.31,13.19,73.27,652.54,101.97,26.21,36.96,ambient_noise
2025-09-16T04:00:25.185865Z,SEN-005,34899.64,-59.85,-1.63,255.68,51.88,241.77,29.25,30.57,seafloor_reflection
2025-09-17T14:14:09.543398Z,SEN-025,33717.56,-59.9,10.76,327.16,3.52,80.86,20.18,30.21,ambient_noise
2025-09-11T14:35:25.193483Z,SEN-018,12815.41,-44.87,18.91,0.93,2266.73,258.49,16.98,30.38,ambient_noise
2025-09-17T21:34:01.627825Z,SEN-008,39004.45,-56.17,18.46,200.25,962.63,301.72,29.5,37.45,seafloor_reflection
2025-09-09T14:00:12.883160Z,SEN-027,12872.09,-58.75,1.68,263.63,660.97,281.16,2.75,33.19,whale
2025-09-10T10:50:18.191141Z,SEN-015,7600.55,-55.3,20.66,326.59,26.43,131.86,11.54,30.48,ambient_noise
2025-09-07T14:18:01.016968Z,SEN-045,17555.46,-55.51,5.76,129.03,1817.06,402.65,7.08,37.97,submarine
2025-08-26T12:46:21.073904Z,SEN-013,29927.43,-60.99,10.17,326.57,704.5,230.09,2.45,37.63,whale
2025-08-29T00:09:09.276150Z,SEN-016,7185.89,-73.35,7.19,297.2,682.27,354.19,25.94,33.34,ambient_noise
2025-08-26T17:05:59.146683Z,SEN-022,32439.55,-58.91,0.37,189.08,2359.12,506.54,10.29,30.83,seafloor_reflection
2025-09-13T20:41:10.483379Z,SEN-020,43167.09,-54.09,3.76,92.5,971.56,452.58,4.14,35.95,ship
2025-09-04T04:48:25.400333Z,SEN-013,14727.71,-57.09,19.96,235.01,1973.59,146.46,11.49,30.48,fish_school
2025-09-10T00:38:29.928882Z,SEN-020,22565.31,-64.98,20.18,93.8,999.33,382.27,11.39,35.02,ship
2025-09-21T23:55:06.997799Z,SEN-002,11492.69,-61.95,15.45,125.58,591.49,556.93,3.78,36.09,ship
2025-09-02T05:57:40.155337Z,SEN-035,18126.96,-50.07,8.2,168.12,984.97,502.92,15.97,31.7,whale
2025-09-07T01:56:47.233891Z,SEN-047,1196.33,-76.86,24.41,179.27,1347.85,22.44,3.06,37.55,submarine
2025-09-17T10:28:03.248487Z,SEN-019,47693.09,-67.44,17.91,68.09,428.24,133.46,6.07,37.97,sonar_ping
2025-09-01T15:12:19.542337Z,SEN-045,20852.92,-58.68,9.06,249.77,451.32,347.42,21.69,32.87,sonar_ping
2025-08-28T01:53:46.623659Z,SEN-037,39464.62,-49.6,-5.64,357.09,801.43,373.31,9.11,37.71,ambient_noise
2025-09-03T11:05:30.463335Z,SEN-006,7217.91,-41.85,16.89,87.79,1043.58,295.13,19.35,31.85,ambient_noise
2025-08-30T14:33:00.273945Z,SEN-014,40636.52,-51.1,19.93,199.63,1291.49,240.93,6.32,36.42,ambient_noise
2025-09-22T15:51:11.012255Z,SEN-004,43021.35,-65.93,13.43,163.7,863.24,437.41,15.87,35.93,seafloor_reflection
2025-09-19T00:19:02.721214Z,SEN-022,35802.31,-77.62,-5.28,110.8,209.13,160.49,3.09,30.33,ambient_noise
2025-09-13T18:31:17.234258Z,SEN-039,45170.1,-41.32,11.59,151.12,582.83,271.66,1.3,32.07,ambient_noise
2025-09-20T21:55:20.547150Z,SEN-036,8443.14,-68.42,27.41,263.78,1055.31,227.58,16.5,33.08,ship
2025-09-18T21:06:52.720706Z,SEN-034,23876.44,-58.54,8.77,149.31,1249.3,49.46,23.35,30.12,ambient_noise
2025-08-31T08:48:04.290016Z,SEN-027,31043.47,-61.17,25.71,182.43,927.85,279.94,21.11,37.58,ship
2025-09-21T13:06:47.621469Z,SEN-007,29850.03,-60.69,15.62,171.81,450.89,86.07,23.19,31.7,ambient_noise
2025-09-10T22:47:49.788428Z,SEN-003,43065.94,-71.66,10.38,199.88,2079.36,395.94,14.54,37.4,ambient_noise
2025-09-18T23:49:39.579568Z,SEN-047,10863.0,-42.04,21.22,104.83,284.7,70.45,20.9,33.52,sonar_ping
2025-09-21T15:39:23.346785Z,SEN-033,8864.63,-68.75,5.14,183.49,215.3,56.92,2.45,31.02,fish_school
2025-09-04T07:25:59.704510Z,SEN-002,12743.59,-58.41,0.11,48.54,717.97,172.09,25.05,33.43,ambient_noise
2025-08-29T01:42:29.285759Z,SEN-042,44588.35,-64.45,0.27,266.9,1941.55,392.44,10.17,34.9,sonar_ping
2025-09-01T14:35:02.638692Z,SEN-016,47057.25,-53.86,11.66,39.93,1535.41,158.07,26.22,33.8,whale
2025-09-07T13:59:18.085502Z,SEN-025,28524.54,-62.09,13.57,282.59,956.95,197.35,17.34,32.54,ambient_noise
2025-09-19T07:26:28.970654Z,SEN-015,25118.46,-63.13,4.54,297.19,157.23,286.13,3.0,36.52,fish_school
2025-09-20T14:11:48.369183Z,SEN-024,30308.74,-49.13,19.76,6.86,297.46,148.36,12.56,37.65,fish_school
2025-08-25T23:28:34.619720Z,SEN-015,30853.75,-63.23,10.71,299.1,775.64,201.05,24.14,30.76,ambient_noise
2025-09-10T02:12:31.705664Z,SEN-031,8598.2,-45.89,16.64,233.34,653.4,190.74,7.28,34.39,seafloor_reflection
2025-09-07T07:00:24.017545Z,SEN-014,34351.9,-72.33,4.55,34.89,605.96,169.44,5.47,32.55,fish_school
2025-09-01T10:23:18.142123Z,SEN-014,22672.32,-62.49,8.54,359.25,2116.65,136.97,0.52,35.97,submarine
2025-08-29T08:46:25.729512Z,SEN-006,25917.36,-68.6,-4.12,221.57,3461.43,189.43,20.65,35.08,fish_school
2025-09-04T21:33:13.221661Z,SEN-014,1612.8,-59.69,7.75,144.31,389.66,188.38,11.26,30.22,ambient_noise
2025-09-23T01:21:56.649924Z,SEN-017,38251.38,-73.73,11.8,318.68,1529.89,120.89,5.25,35.08,ambient_noise
2025-09-04T11:10:36.697181Z,SEN-018,41787.86,-53.8,5.52,14.98,1726.61,170.55,18.03,35.79,ambient_noise
2025-09-10T07:59:59.988942Z,SEN-020,31009.14,-52.81,9.51,258.24,580.94,284.94,4.31,36.17,ambient_noise
2025-09-15T20:38:39.838839Z,SEN-017,37461.31,-44.94,11.91,51.74,374.77,393.98,21.74,37.13,fish_school
2025-09-05T16:17:02.626750Z,SEN-016,26183.03,-51.53,5.72,198.9,261.52,114.43,17.5,37.56,ambient_noise
2025-09-23T22:09:13.855796Z,SEN-040,30955.83,-51.64,7.88,34.54,1447.96,368.56,7.42,32.13,ship
2025-09-23T15:25:58.085873Z,SEN-039,19789.13,-53.19,4.15,244.49,1454.85,267.79,26.23,35.29,ship
2025-09-02T07:45:14.408162Z,SEN-032,39614.53,-62.18,2.47,167.37,1876.48,9.28,16.77,34.46,sonar_ping
2025-09-09T16:29:22.824656Z,SEN-044,23466.72,-43.81,19.84,2.41,2708.26,276.83,3.87,36.57,ambient_noise
2025-09-03T19:06:11.276428Z,SEN-009,34042.62,-54.46,-1.44,25.7,1430.36,247.89,21.56,30.3,fish_school
2025-09-03T07:33:21.258809Z,SEN-027,31109.33,-35.26,16.83,253.09,1088.43,291.58,9.44,33.28,ambient_noise
2025-08-26T21:01:45.664926Z,SEN-046,35145.49,-42.46,-0.92,143.8,262.9,107.3,23.25,32.74,ambient_noise
2025-09-13T01:21:25.451059Z,SEN-033,39282.27,-56.53,22.09,241.98,1623.52,3.7,12.04,35.22,submarine
2025-09-09T20:23:58.725592Z,SEN-010,25684.4,-56.04,14.6,140.34,1342.14,71.64,2.27,33.34,fish_school
2025-08-27T07:32:07.620623Z,SEN-017,40671.99,-51.68,7.01,130.21,676.28,241.97,18.91,33.15,ship
2025-09-03T03:05:46.332684Z,SEN-049,24913.14,-44.16,17.55,307.77,651.31,333.15,9.31,33.0,fish_school
2025-09-22T00:25:19.873809Z,SEN-049,47836.05,-75.35,18.7,307.73,738.27,285.02,28.26,36.61,whale
2025-09-01T22:57:19.117992Z,SEN-036,37658.32,-46.88,14.63,331.12,1646.53,296.17,24.9,33.87,ambient_noise
2025-08-30T02:47:42.205843Z,SEN-017,8639.97,-56.27,13.79,296.29,2397.18,433.33,10.62,33.2,ambient_noise
2025-09-09T10:52:36.252022Z,SEN-018,41496.27,-49.2,11.79,45.88,903.89,269.75,0.78,36.93,ship
2025-09-24T08:08:20.674438Z,SEN-023,27624.22,-67.19,21.33,23.94,1989.58,173.6,16.13,30.01,seafloor_reflection
2025-09-02T00:45:01.961141Z,SEN-034,49224.6,-67.64,9.8,21.03,779.27,478.83,19.37,32.55,ambient_noise
2025-09-14T22:24:30.036259Z,SEN-008,35969.07,-56.61,10.96,352.87,978.11,129.86,20.48,35.39,ambient_noise
2025-09-17T14:50:12.740315Z,SEN-013,4311.1,-50.24,16.9,180.41,1688.6,95.47,10.48,30.84,ship
2025-09-01T21:34:11.211411Z,SEN-023,19808.53,-72.32,7.45,41.46,887.45,388.47,4.25,34.64,submarine
2025-09-16T14:47:11.472985Z,SEN-020,25912.04,-63.99,18.8,195.95,395.84,68.78,16.78,33.59,fish_school
2025-09-05T19:16:28.577391Z,SEN-022,41966.78,-71.98,17.14,255.71,541.17,56.65,14.62,35.35,ship
2025-09-13T17:43:51.410282Z,SEN-047,36494.34,-55.82,32.77,34.02,324.46,101.61,29.82,34.25,ship
2025-09-13T18:36:43.707675Z,SEN-023,18531.07,-40.06,9.01,124.71,1106.84,30.86,17.24,31.56,fish_school
2025-09-10T20:13:42.678505Z,SEN-041,32706.29,-63.35,14.79,67.62,2007.77,218.34,5.45,31.06,fish_school
2025-08-28T11:28:45.781364Z,SEN-035,28887.85,-52.16,13.74,351.16,1687.71,491.73,10.85,32.45,ship
2025-09-19T19:53:18.765950Z,SEN-003,6390.03,-58.78,16.48,114.56,1075.45,157.13,15.94,37.54,ambient_noise
2025-09-04T09:25:56.625790Z,SEN-034,11819.45,-56.31,9.43,248.58,473.16,34.7,25.13,31.68,seafloor_reflection
2025-08-31T08:45:50.676339Z,SEN-033,17122.0,-65.96,13.72,330.64,1242.75,19.22,14.43,33.69,sonar_ping
2025-08-26T23:49:43.864293Z,SEN-046,9854.62,-53.45,11.16,310.75,2441.19,271.6,24.01,37.6,whale
2025-09-12T11:54:49.206127Z,SEN-017,7591.68,-62.01,16.88,141.83,255.55,195.78,4.67,31.62,whale
2025-09-15T02:19:01.523278Z,SEN-045,3004.07,-42.08,-5.37,111.93,1600.31,334.5,11.46,31.96,fish_school
2025-08-26T06:24:50.349964Z,SEN-019,43667.82,-65.11,8.09,291.33,1341.65,245.51,15.57,33.83,seafloor_reflection
2025-09-10T03:10:39.904495Z,SEN-030,14518.28,-50.21,26.97,73.86,421.25,99.35,0.71,30.84,fish_school
2025-09-01T13:32:51.746696Z,SEN-023,14587.0,-40.26,22.33,258.24,1193.84,44.15,22.78,30.64,fish_school
2025-09-14T02:59:42.570124Z,SEN-015,10390.78,-48.11,12.43,300.7,666.73,67.25,24.97,32.42,ambient_noise
2025-08-31T00:00:52.481364Z,SEN-014,23822.33,-69.02,14.74,305.72,305.89,208.45,9.72,31.14,ship
2025-09-15T11:56:45.314545Z,SEN-002,25760.67,-69.97,14.16,3.21,220.44,44.45,28.74,33.41,fish_school
2025-09-06T08:55:12.714994Z,SEN-039,10493.24,-55.47,15.05,179.95,423.28,10.98,21.92,30.87,ambient_noise
2025-09-22T20:54:58.828189Z,SEN-049,30467.66,-59.38,2.99,128.73,63.54,177.87,24.88,34.7,sonar_ping
2025-08-29T21:29:08.984609Z,SEN-018,36177.7,-54.85,4.68,352.39,2562.71,134.76,19.65,33.94,ambient_noise
2025-09-05T00:02:18.679305Z,SEN-006,18754.62,-48.05,4.79,195.87,237.38,269.4,24.58,34.74,whale
2025-08-29T04:10:18.064439Z,SEN-032,29314.04,-59.13,6.44,153.88,2248.11,165.74,29.49,37.21,fish_school
2025-09-22T12:15:00.555961Z,SEN-021,25164.87,-66.29,22.59,87.97,1306.13,133.94,25.49,32.76,seafloor_reflection
2025-09-21T02:09:18.301347Z,SEN-040,9857.87,-57.93,0.67,304.43,370.29,259.63,14.21,32.15,fish_school
2025-09-02T12:11:19.396421Z,SEN-028,36527.55,-44.81,25.71,114.97,335.43,214.24,19.09,34.59,fish_school
2025-09-14T13:39:33.344704Z,SEN-027,40092.51,-59.64,13.24,297.63,1273.73,225.27,17.39,31.98,submarine
2025-09-19T06:52:14.640305Z,SEN-002,32474.78,-38.48,0.66,320.98,464.16,219.95,15.25,30.53,ship
2025-09-11T10:12:55.201049Z,SEN-033,16262.41,-51.15,5.44,20.94,1154.13,142.92,23.09,30.47,ambient_noise
2025-09-10T15:49:08.996482Z,SEN-016,46346.95,-52.1,13.51,183.6,492.73,168.56,13.16,30.53,fish_school
2025-09-02T00:36:15.835397Z,SEN-039,22822.38,-65.45,-0.34,151.33,1044.44,268.99,9.29,31.9,ambient_noise
2025-08-28T13:30:17.071536Z,SEN-022,13367.34,-61.25,7.21,141.52,901.9,418.4,1.27,35.84,submarine
2025-09-21T16:27:57.941998Z,SEN-043,20470.91,-54.78,0.9,133.73,2523.49,52.15,2.64,31.23,fish_school
2025-09-21T18:46:18.301550Z,SEN-047,34634.55,-60.3,15.08,191.52,461.75,85.58,6.65,32.06,fish_school
2025-09-13T18:18:13.674635Z,SEN-013,42312.0,-47.39,1.03,46.87,1569.38,371.65,4.62,36.88,ambient_noise
2025-09-04T22:34:19.915781Z,SEN-002,17893.12,-57.87,-2.06,313.66,2041.23,176.03,0.86,33.49,fish_school
2025-09-05T05:54:05.914779Z,SEN-014,11707.96,-65.9,21.71,200.87,1865.73,241.47,20.88,30.33,ambient_noise
2025-09-16T13:09:31.817015Z,SEN-038,31362.01,-56.47,7.56,124.96,1919.07,33.28,22.81,31.98,fish_school
2025-09-21T16:23:24.491180Z,SEN-041,46068.63,-63.21,6.86,87.49,942.33,116.21,10.63,32.41,ambient_noise
2025-09-21T09:10:22.709078Z,SEN-028,9246.34,-52.75,13.77,221.96,1344.36,164.54,29.59,31.48,ambient_noise
2025-09-18T03:58:52.112246Z,SEN-007,40170.67,-64.71,9.78,283.22,529.12,469.55,17.64,37.74,ambient_noise
2025-09-14T00:44:00.724215Z,SEN-018,23882.7,-41.01,3.42,158.71,1473.29,319.59,3.0,33.25,sonar_ping
2025-08-28T07:03:05.486650Z,SEN-041,39995.67,-74.38,5.11,354.43,122.88,124.27,10.95,33.16,whale
2025-08-30T14:50:36.324316Z,SEN-036,25326.5,-62.74,15.75,192.8,361.68,172.82,17.47,37.82,fish_school
2025-09-21T17:25:47.154045Z,SEN-041,18928.66,-57.56,2.29,352.41,2639.78,201.34,28.67,34.39,ambient_noise
2025-09-12T23:05:58.820021Z,SEN-036,34867.38,-64.21,9.71,346.54,1759.01,139.84,20.48,30.66,fish_school
2025-08-26T01:05:33.455173Z,SEN-044,45041.3,-81.9,23.34,215.91,248.74,194.56,0.27,33.55,whale
2025-08-28T19:31:48.936492Z,SEN-004,16080.56,-39.97,7.62,209.28,1287.26,486.62,20.08,35.23,ship
2025-09-14T16:11:31.282911Z,SEN-030,23091.33,-51.68,19.86,38.04,205.57,358.67,19.65,34.56,ambient_noise
2025-08-25T22:06:54.322712Z,SEN-024,11547.09,-71.51,1.92,334.54,1551.88,179.61,25.85,36.76,whale
2025-08-30T14:15:09.166657Z,SEN-020,9252.13,-70.08,11.48,289.16,1306.84,388.21,3.95,37.7,fish_school
2025-09-11T05:33:32.679421Z,SEN-046,38916.72,-73.68,19.97,180.17,1167.26,37.0,24.22,30.47,ship
2025-09-15T12:38:07.049802Z,SEN-031,10113.14,-60.42,5.44,110.31,488.46,332.86,26.27,32.04,seafloor_reflection
2025-09-14T07:52:58.282014Z,SEN-024,39686.58,-44.27,25.34,301.88,2165.04,3.14,24.06,37.2,ambient_noise
2025-09-01T11:56:40.747505Z,SEN-007,21517.93,-61.89,9.57,104.95,476.67,90.53,12.31,36.98,fish_school
2025-09-16T03:14:23.239116Z,SEN-026,49752.93,-63.56,0.7,195.07,1188.63,210.91,20.73,30.13,ambient_noise
2025-09-01T21:17:24.332175Z,SEN-013,9947.34,-49.31,18.03,71.58,829.17,210.99,24.52,34.62,whale
